"TownName","VillagName","vill_area","popN","popDens","ClinND","ClinND_villarea","ClinND_popN","ClinND200","ClinND200_villarea","ClinND200_popN","ClinND100","ClinND100_villarea","ClinND100_popN"
"宜蘭市","思源里",0.407492167079639,5332,13084.9140934725,2,4.9080698025028,0.000375093773443361,5,12.270174506257,0.000937734433608402,3,7.36210470375419,0.000562640660165041
"宜蘭市","文化里",0.246423305337722,3894,15802.0768151912,2,8.11611546748393,0.000513610683102209,9,36.5225196036777,0.00231124807395994,7,28.4064041361937,0.00179763739085773
"宜蘭市","復興里",0.175080037098112,3207,18317.3367629735,3,17.1350203582539,0.000935453695042095,12,68.5400814330157,0.00374181478016838,7,39.9817141692591,0.00218272528843156
"羅東鎮","大新里",0.122308630821188,1833,14986.6774543475,1,8.17603789107879,0.000545553737043099,7,57.2322652375515,0.00381887615930169,2,16.3520757821576,0.0010911074740862
"羅東鎮","東安里",0.806304230827416,4474,5548.77405940045,2,2.48045331220405,0.000447027268663388,3,3.72067996830607,0.000670540902995083,2,2.48045331220405,0.000447027268663388
"羅東鎮","新群里",1.9783735152037,3170,1602.32634314941,0,0,0,0,0,0,0,0,0
"羅東鎮","羅莊里",0.58484302898267,3658,6254.66974679182,0,0,0,2,3.41972102066256,0.000546746856205577,1,1.70986051033128,0.000273373428102788
"羅東鎮","南昌里",0.201539630882164,2869,14235.4135880969,0,0,0,8,39.6944261780326,0.00278842802370164,5,24.8090163612704,0.00174276751481352
"羅東鎮","南豪里",0.0900538512366996,1621,18000.3406599383,4,44.4178671435862,0.00246761258482418,8,88.8357342871724,0.00493522516964837,7,77.7312675012759,0.00431832202344232
"羅東鎮","成功里",0.179975808905376,1843,10240.2651290151,2,11.112604589273,0.0010851871947911,11,61.1193252410014,0.00596852957135106,7,38.8941160624555,0.00379815518176886
"羅東鎮","仁德里",0.0435841328717976,1392,31938.228623122,0,0,0,8,183.55303806392,0.00574712643678161,3,68.8323892739699,0.0021551724137931
"羅東鎮","漢民里",0.228297544748028,4768,20885.0253088023,4,17.5209943865791,0.000838926174496644,8,35.0419887731583,0.00167785234899329,5,21.9012429832239,0.00104865771812081
"羅東鎮","西安里",0.463046298914301,3393,7327.56099758388,0,0,0,1,2.15961125776124,0.000294724432655467,0,0,0
"羅東鎮","北成里",1.14324129570293,3586,3136.69565075947,0,0,0,1,0.874705981806879,0.000278862242052426,1,0.874705981806879,0.000278862242052426
"羅東鎮","賢文里",0.243408023561853,4573,18787.3839698548,5,20.541640028269,0.00109337415263503,13,53.4082640734994,0.00284277279685108,9,36.9749520508842,0.00196807347474306
"羅東鎮","公正里",0.105204967506057,3613,34342.4848241315,5,47.5262729367996,0.00138389150290617,13,123.568309635679,0.00359811790755605,10,95.0525458735992,0.00276778300581234
"羅東鎮","集祥里",0.0964030552609945,1480,15352.2105289418,1,10.373115222258,0.000675675675675676,10,103.73115222258,0.00675675675675676,6,62.2386913335479,0.00405405405405405
"羅東鎮","信義里",0.544366873022974,3783,6949.35747833492,5,9.18498212838345,0.00132170235263019,14,25.7179499594737,0.00370076658736453,9,16.5329678310902,0.00237906423473434
"羅東鎮","竹林里",0.815171036023777,3727,4572.04664456612,0,0,0,0,0,0,0,0,0
"羅東鎮","仁愛里",1.39692882048989,4479,3206.31941606677,0,0,0,0,0,0,0,0,0
"羅東鎮","樹林里",0.426640417753345,4384,10275.6321660423,1,2.34389419845856,0.000228102189781022,5,11.7194709922928,0.00114051094890511,5,11.7194709922928,0.00114051094890511
"羅東鎮","國華里",0.172445038224382,5604,32497.3107820486,1,5.79894910457685,0.000178443968593862,3,17.3968473137305,0.000535331905781585,2,11.5978982091537,0.000356887937187723
"羅東鎮","維揚里",0.21594093586696,3814,17662.2370588862,1,4.63089592524548,0.000262191924488726,4,18.5235837009819,0.0010487676979549,1,4.63089592524548,0.000262191924488726
"羅東鎮","開明里",0.0820495492078743,1637,19951.3588533269,0,0,0,5,60.9387869680112,0.0030543677458766,3,36.5632721808067,0.00183262064752596
"羅東鎮","中山里",0.0567036550894732,1613,28446.1380391587,2,35.2710949028627,0.00123992560446373,6,105.813284708588,0.0037197768133912,3,52.906642354294,0.0018598884066956
"羅東鎮","仁和里",0.0586325791424169,1155,19698.9458231837,2,34.1107286981536,0.00173160173160173,6,102.332186094461,0.00519480519480519,2,34.1107286981536,0.00173160173160173
"蘇澳鎮","龍德里",2.71388691276884,3872,1426.73594164231,0,0,0,0,0,0,0,0,0
"蘇澳鎮","頂寮里",1.54459885829508,1140,738.055705452434,0,0,0,0,0,0,0,0,0
"蘇澳鎮","永榮里",0.950403219335566,4511,4746.40648119192,0,0,0,1,1.05218498807181,0.000221680336954112,1,1.05218498807181,0.000221680336954112
"蘇澳鎮","存仁里",2.10130325794502,1069,508.731900527976,0,0,0,0,0,0,0,0,0
"蘇澳鎮","港邊里",2.62369875092228,1601,610.207250141511,0,0,0,0,0,0,0,0,0
"蘇澳鎮","隘丁里",1.74200636084445,3452,1981.62307416984,1,0.57405071673518,0.000289687137891078,1,0.57405071673518,0.000289687137891078,1,0.57405071673518,0.000289687137891078
"蘇澳鎮","新城里",6.76293449092343,1477,218.39631922833,0,0,0,1,0.147864806518843,0.000677048070412999,0,0,0
"頭城鎮","石城里",3.80963438893736,327,85.8350084589644,0,0,0,0,0,0,0,0,0
"頭城鎮","大里里",7.06519451175731,784,110.966513192996,0,0,0,0,0,0,0,0,0
"頭城鎮","大溪里",14.488088802489,1038,71.6450605839518,0,0,0,0,0,0,0,0,0
"頭城鎮","合興里",7.44005384062607,386,51.8813449833206,0,0,0,0,0,0,0,0,0
"頭城鎮","更新里",6.77446215405107,1521,224.519668929061,0,0,0,0,0,0,0,0,0
"頭城鎮","外澳里",6.09976909014139,1017,166.727622795378,0,0,0,0,0,0,0,0,0
"頭城鎮","港口里",1.73760184916081,784,451.196573241816,0,0,0,0,0,0,0,0,0
"頭城鎮","武營里",1.93121852511371,1878,972.443033027257,0,0,0,0,0,0,0,0,0
"頭城鎮","大坑里",1.06415978742545,1581,1485.67914206283,0,0,0,1,0.939708502253526,0.000632511068943707,1,0.939708502253526,0.000632511068943707
"頭城鎮","城東里",0.0650656783156519,841,12925.4012525632,1,15.3690859126792,0.00118906064209275,2,30.7381718253583,0.00237812128418549,1,15.3690859126792,0.00118906064209275
"頭城鎮","城北里",0.0929437389343119,593,6380.20383943348,0,0,0,2,21.5183940621703,0.00337268128161889,1,10.7591970310851,0.00168634064080944
"頭城鎮","城西里",0.0699879498432139,667,9530.21200784142,1,14.2881739247997,0.00149925037481259,2,28.5763478495995,0.00299850074962519,2,28.5763478495995,0.00299850074962519
"頭城鎮","城南里",0.0396993018991396,756,19043.1560212494,0,0,0,3,75.5680794494026,0.00396825396825397,2,50.3787196329351,0.00264550264550265
"頭城鎮","竹安里",2.04407660642363,2548,1246.52862421729,0,0,0,0,0,0,0,0,0
"頭城鎮","新建里",1.18025630517303,2486,2106.32215147162,1,0.847273592707811,0.000402252614641995,2,1.69454718541562,0.00080450522928399,1,0.847273592707811,0.000402252614641995
"頭城鎮","拔雅里",9.26163099623883,2408,259.99740229101,0,0,0,1,0.107972343144107,0.000415282392026578,0,0,0
"頭城鎮","福成里",7.30059672302053,1122,153.686067395295,0,0,0,0,0,0,0,0,0
"頭城鎮","金面里",1.956601171376,1996,1020.13636156432,0,0,0,1,0.511090361505171,0.000501002004008016,1,0.511090361505171,0.000501002004008016
"頭城鎮","金盈里",0.675638390135144,812,1201.82631990106,0,0,0,0,0,0,0,0,0
"頭城鎮","頂埔里",1.54631129137604,1571,1015.96619565649,1,0.646700315503817,0.00063653723742839,1,0.646700315503817,0.00063653723742839,1,0.646700315503817,0.00063653723742839
"頭城鎮","下埔里",0.809343217556246,1092,1349.24217107449,0,0,0,1,1.23556975373121,0.000915750915750916,0,0,0
"頭城鎮","中崙里",1.72393786826826,1235,716.383126522181,0,0,0,0,0,0,0,0,0
"頭城鎮","二城里",8.51732731424613,1337,156.974124707375,0,0,0,0,0,0,0,0,0
"頭城鎮","龜山里",5.42014675575235,833,153.685875592934,0,0,0,0,0,0,0,0,0
"礁溪鄉","白雲村",2.19570395226044,1877,854.85112784338,0,0,0,0,0,0,0,0,0
"礁溪鄉","玉石村",3.461393151067,2258,652.338495355246,0,0,0,0,0,0,0,0,0
"礁溪鄉","德陽村",2.59791709470961,4547,1750.24830825414,0,0,0,2,0.769847507479278,0.000439850450846712,0,0,0
"礁溪鄉","大忠村",13.6785218694306,2991,218.663977624982,3,0.219321943455348,0.00100300902708124,4,0.292429257940464,0.00133734536944166,4,0.292429257940464,0.00133734536944166
"礁溪鄉","大義村",0.0981108944850425,761,7756.5290174377,0,0,0,2,20.385095972241,0.0026281208935611,0,0,0
"礁溪鄉","六結村",0.865093443384848,1654,1911.93218795926,1,1.15594449090644,0.00060459492140266,4,4.62377796362577,0.00241837968561064,3,3.46783347271933,0.00181378476420798
"礁溪鄉","二龍村",1.68090592123926,1423,846.567307556919,0,0,0,0,0,0,0,0,0
"礁溪鄉","時潮村",5.26859122752122,1665,316.023758173274,0,0,0,0,0,0,0,0,0
"礁溪鄉","玉田村",3.91238481444797,2499,638.740849512423,0,0,0,0,0,0,0,0,0
"礁溪鄉","三民村",2.38539050776605,2893,1212.79932597256,0,0,0,0,0,0,0,0,0
"礁溪鄉","林美村",7.95680905098284,1377,173.059324557991,0,0,0,0,0,0,0,0,0
"礁溪鄉","白鵝村",1.95366895586286,963,492.918719473987,0,0,0,0,0,0,0,0,0
"礁溪鄉","玉光村",2.25707529769618,1143,506.407562550825,0,0,0,1,0.443051235827493,0.000874890638670166,0,0,0
"礁溪鄉","光武村",2.25143475388491,1502,667.130147746126,0,0,0,1,0.444161216874917,0.00066577896138482,0,0,0
"蘇澳鎮","聖湖里",0.288769211167992,2701,9353.49024598294,0,0,0,0,0,0,0,0,0
"蘇澳鎮","蘇西里",0.775554807245912,2867,3696.70843790017,1,1.28939952490414,0.000348796651552145,2,2.57879904980828,0.00069759330310429,1,1.28939952490414,0.000348796651552145
"蘇澳鎮","蘇北里",0.8281090930375,1197,1445.4617272821,1,1.20757036531504,0.000835421888053467,3,3.62271109594512,0.0025062656641604,2,2.41514073063008,0.00167084377610693
"蘇澳鎮","蘇南里",0.0577812542765467,515,8912.92524622536,1,17.3066509635444,0.00194174757281553,2,34.6133019270888,0.00388349514563107,2,34.6133019270888,0.00388349514563107
"蘇澳鎮","蘇東里",1.87778571878804,607,323.253070851859,0,0,0,2,1.06508425321865,0.00329489291598023,1,0.532542126609324,0.00164744645799012
"蘇澳鎮","長安里",1.23216191404469,600,486.948990356667,0,0,0,1,0.811581650594445,0.00166666666666667,0,0,0
"蘇澳鎮","永光里",0.108254757422809,514,4748.05922840395,0,0,0,3,27.712407947883,0.00583657587548638,0,0,0
"蘇澳鎮","永春里",8.5872378484374,687,80.0024422434057,0,0,0,0,0,0,0,0,0
"蘇澳鎮","永樂里",12.0205130016052,532,44.2576785141332,0,0,0,0,0,0,0,0,0
"蘇澳鎮","南安里",0.256531834950533,1102,4295.76313681496,0,0,0,1,3.89815166680124,0.000907441016333938,0,0,0
"蘇澳鎮","南正里",0.319796781669672,1074,3358.38276543186,0,0,0,1,3.12698581511346,0.000931098696461825,0,0,0
"蘇澳鎮","南成里",0.190852492760062,1296,6790.58460938899,0,0,0,1,5.2396486183557,0.000771604938271605,0,0,0
"蘇澳鎮","南興里",0.0920145995449334,1690,18366.6506006443,1,10.8678405920972,0.000591715976331361,1,10.8678405920972,0.000591715976331361,1,10.8678405920972,0.000591715976331361
"蘇澳鎮","南寧里",0.0540992020873925,1229,22717.5254454707,0,0,0,1,18.4845609808549,0.00081366965012205,1,18.4845609808549,0.00081366965012205
"蘇澳鎮","南建里",0.727387045557284,1449,1992.06187249301,0,0,0,1,1.37478390096136,0.000690131124913734,0,0,0
"蘇澳鎮","東澳里",11.201505685495,392,34.9952953653013,0,0,0,0,0,0,0,0,0
"蘇澳鎮","南強里",2.29587623228959,841,366.308944781968,0,0,0,0,0,0,0,0,0
"蘇澳鎮","朝陽里",11.5895404429884,667,57.5518937339343,0,0,0,0,0,0,0,0,0
"蘇澳鎮","聖愛里",6.19685926684928,3334,538.014477403992,0,0,0,0,0,0,0,0,0
"礁溪鄉","吳沙村",1.85464272653902,2898,1562.56510137023,1,0.539187405579789,0.000345065562456867,1,0.539187405579789,0.000345065562456867,1,0.539187405579789,0.000345065562456867
"礁溪鄉","龍潭村",4.0427332465374,3806,941.442278750357,0,0,0,0,0,0,0,0,0
"壯圍鄉","吉祥村",1.23566827519815,2827,2287.83084970492,2,1.61855737510076,0.000707463742483198,2,1.61855737510076,0.000707463742483198,2,1.61855737510076,0.000707463742483198
"壯圍鄉","美福村",4.13025164897956,2039,493.674519929982,0,0,0,0,0,0,0,0,0
"壯圍鄉","新南村",4.66597264031346,1053,225.67641972484,0,0,0,0,0,0,0,0,0
"壯圍鄉","東港村",1.8712557782336,1099,587.306135688952,0,0,0,0,0,0,0,0,0
"壯圍鄉","復興村",3.16076856493289,1852,585.933440539428,0,0,0,0,0,0,0,0,0
"壯圍鄉","過嶺村",1.23591277500152,1743,1410.29369972963,0,0,0,0,0,0,0,0,0
"壯圍鄉","永鎮村",0.755956185204029,904,1195.83650176235,0,0,0,0,0,0,0,0,0
"壯圍鄉","忠孝村",4.45142232950751,2647,594.641398649958,0,0,0,0,0,0,0,0,0
"壯圍鄉","古亭村",2.83641984964414,1756,619.090294485251,0,0,0,0,0,0,0,0,0
"壯圍鄉","功勞村",1.96616428828608,1441,732.89908101023,0,0,0,0,0,0,0,0,0
"壯圍鄉","美城村",3.21772374221651,2505,778.500642281505,0,0,0,0,0,0,0,0,0
"壯圍鄉","新社村",2.35192628866968,1159,492.787552732176,0,0,0,0,0,0,0,0,0
"壯圍鄉","大福村",1.75360514499814,1996,1138.2265874922,0,0,0,0,0,0,0,0,0
"壯圍鄉","古結村",1.97959576616189,1186,599.11221284306,0,0,0,0,0,0,0,0,0
"員山鄉","員山村",2.29215907947322,6493,2832.70042561453,1,0.436269894596416,0.000154012012937009,3,1.30880968378925,0.000462036038811027,1,0.436269894596416,0.000154012012937009
"員山鄉","尚德村",3.45256698007686,2484,719.464680724225,0,0,0,0,0,0,0,0,0
"員山鄉","惠好村",2.23154132868616,1876,840.674548969482,0,0,0,0,0,0,0,0,0
"員山鄉","七賢村",2.82902773543553,1683,594.904029719915,0,0,0,0,0,0,0,0,0
"員山鄉","深溝村",4.91266189282014,2131,433.777053355628,0,0,0,0,0,0,0,0,0
"員山鄉","蓁巷村",4.50672756781561,1361,301.992960417545,0,0,0,0,0,0,0,0,0
"員山鄉","內城村",3.77847917333951,1661,439.594853855439,0,0,0,0,0,0,0,0,0
"員山鄉","中華村",24.9701515606545,712,28.5140439884995,0,0,0,0,0,0,0,0,0
"員山鄉","永和村",2.7499756435003,2110,767.279522997626,0,0,0,0,0,0,0,0,0
"員山鄉","頭分村",1.03130125413722,1553,1505.86455099313,0,0,0,0,0,0,0,0,0
"員山鄉","枕山村",18.2129296588205,2634,144.622531868416,1,0.0549060485453366,0.000379650721336371,1,0.0549060485453366,0.000379650721336371,1,0.0549060485453366,0.000379650721336371
"員山鄉","同樂村",1.2149583178426,2846,2342.46719266357,0,0,0,0,0,0,0,0,0
"員山鄉","湖東村",3.73938716346517,1038,277.585592137006,0,0,0,0,0,0,0,0,0
"員山鄉","逸仙村",3.65449154173459,999,273.362241666546,0,0,0,0,0,0,0,0,0
"員山鄉","湖北村",1.06949158595324,1119,1046.29154141745,0,0,0,0,0,0,0,0,0
"員山鄉","湖西村",45.7448339676107,1601,34.9984875042628,0,0,0,0,0,0,0,0,0
"冬山鄉","武淵村",3.13596051210271,1333,425.069127897341,0,0,0,0,0,0,0,0,0
"冬山鄉","珍珠村",2.11684341252482,1896,895.673241006801,0,0,0,0,0,0,0,0,0
"冬山鄉","補城村",1.96126317695934,1369,698.019529496517,0,0,0,0,0,0,0,0,0
"冬山鄉","三奇村",2.29411757376635,1053,459.000014664133,0,0,0,0,0,0,0,0,0
"冬山鄉","大興村",1.78359698886294,1046,586.455352039383,0,0,0,0,0,0,0,0,0
"冬山鄉","東城村",2.29179086484633,1681,733.487520953494,0,0,0,1,0.436339988669539,0.000594883997620464,0,0,0
"冬山鄉","香和村",0.956223835532206,3821,3995.92632814193,1,1.04578024813974,0.000261711593823606,2,2.09156049627947,0.000523423187647213,2,2.09156049627947,0.000523423187647213
"冬山鄉","南興村",0.756522005556485,3915,5174.99817750866,1,1.32183861494474,0.000255427841634738,2,2.64367722988948,0.000510855683269476,2,2.64367722988948,0.000510855683269476
"冬山鄉","冬山村",0.135117209850334,856,6335.2403513081,1,7.40098171881787,0.00116822429906542,1,7.40098171881787,0.00116822429906542,1,7.40098171881787,0.00116822429906542
"冬山鄉","安平村",6.32698515572421,866,136.874036952103,0,0,0,1,0.158053160452774,0.00115473441108545,1,0.158053160452774,0.00115473441108545
"冬山鄉","太和村",4.76192995195534,1747,366.868059300757,0,0,0,1,0.209998889124646,0.000572409845449342,0,0,0
"冬山鄉","八寶村",1.9514608949056,1007,516.023663414845,0,0,0,0,0,0,0,0,0
"冬山鄉","丸山村",1.69519096779876,1634,963.903200901185,0,0,0,0,0,0,0,0,0
"冬山鄉","中山村",5.60992007198772,566,100.892703057613,0,0,0,0,0,0,0,0,0
"冬山鄉","順安村",1.812357665812,5696,3142.86749654793,0,0,0,0,0,0,0,0,0
"冬山鄉","永美村",2.0565443018378,3434,1669.7914053839,0,0,0,1,0.486252593297584,0.00029120559114735,1,0.486252593297584,0.00029120559114735
"冬山鄉","群英村",1.68666228620096,5341,3166.60901455861,1,0.592886915289012,0.00018723085564501,7,4.15020840702308,0.00131061598951507,3,1.77866074586704,0.000561692566935031
"冬山鄉","清溝村",0.829455730874734,4485,5407.16018113489,0,0,0,1,1.2056098508662,0.000222965440356745,1,1.2056098508662,0.000222965440356745
"冬山鄉","鹿埔村",2.39510237586794,2654,1108.09459618119,0,0,0,0,0,0,0,0,0
"冬山鄉","得安村",3.75440013801427,1257,334.807147291667,0,0,0,0,0,0,0,0,0
"冬山鄉","廣興村",2.10328884250996,2887,1372.61223549059,0,0,0,0,0,0,0,0,0
"冬山鄉","廣安村",1.18427132388954,1895,1600.14007075355,0,0,0,0,0,0,0,0,0
"冬山鄉","柯林村",4.23518295215566,1976,466.567801750864,0,0,0,0,0,0,0,0,0
"冬山鄉","大進村",11.3478124886961,933,82.2184893281757,0,0,0,0,0,0,0,0,0
"五結鄉","三興村",2.38317296571177,2263,949.574383630239,0,0,0,0,0,0,0,0,0
"五結鄉","二結村",0.481973975267662,2058,4269.94009138585,0,0,0,0,0,0,0,0,0
"五結鄉","鎮安村",2.49434813722985,2902,1163.43021917657,0,0,0,0,0,0,0,0,0
"五結鄉","上四村",0.619633446324014,1733,2796.81481088707,0,0,0,0,0,0,0,0,0
"五結鄉","中興村",1.25904196788557,1468,1165.96589902825,0,0,0,0,0,0,0,0,0
"五結鄉","四結村",0.568763311630772,2703,4752.41624191598,0,0,0,0,0,0,0,0,0
"五結鄉","福興村",1.67775634444746,2028,1208.75716352477,0,0,0,1,0.596034104302155,0.000493096646942801,1,0.596034104302155,0.000493096646942801
"五結鄉","五結村",1.45285640301083,4139,2848.87067395136,0,0,0,1,0.688299268893779,0.000241604252234839,1,0.688299268893779,0.000241604252234839
"五結鄉","大吉村",3.6095549185624,4100,1135.87411536959,0,0,0,0,0,0,0,0,0
"五結鄉","協和村",3.37305293931046,3728,1105.2302074933,1,0.296467330336187,0.000268240343347639,2,0.592934660672374,0.000536480686695279,2,0.592934660672374,0.000536480686695279
"五結鄉","孝威村",2.38931367859491,1710,715.686690834835,0,0,0,0,0,0,0,0,0
"五結鄉","錦眾村",5.82247280239539,1653,283.899995087989,0,0,0,0,0,0,0,0,0
"五結鄉","利澤村",2.02440431466185,2291,1131.69092923154,1,0.493972470201456,0.000436490615451768,1,0.493972470201456,0.000436490615451768,1,0.493972470201456,0.000436490615451768
"五結鄉","成興村",3.83692310787452,3628,945.549310736578,0,0,0,0,0,0,0,0,0
"五結鄉","季新村",3.66604838175539,3239,883.51261705092,0,0,0,0,0,0,0,0,0
"三星鄉","員山村",8.96464789762979,229,25.5447846491045,0,0,0,0,0,0,0,0,0
"三星鄉","天山村",5.57583242033904,609,109.221359985379,0,0,0,0,0,0,0,0,0
"三星鄉","天福村",4.33287112339126,851,196.405564754933,0,0,0,0,0,0,0,0,0
"三星鄉","雙賢村",2.07370870809196,658,317.305896161969,0,0,0,1,0.482227805717279,0.00151975683890578,1,0.482227805717279,0.00151975683890578
"三星鄉","人和村",4.729609737856,505,106.774137400377,0,0,0,1,0.211433935446292,0.00198019801980198,0,0,0
"三星鄉","義德村",2.07905761157371,1374,660.876347221552,1,0.480987152271873,0.000727802037845706,1,0.480987152271873,0.000727802037845706,1,0.480987152271873,0.000727802037845706
"三星鄉","集慶村",4.30462528361856,1339,311.060757157104,0,0,0,0,0,0,0,0,0
"三星鄉","月眉村",0.841986576680243,1038,1232.79875089291,0,0,0,0,0,0,0,0,0
"三星鄉","拱照村",8.61761277945728,1446,167.79588930324,0,0,0,0,0,0,0,0,0
"三星鄉","大隱村",9.48278179103001,4811,507.340578536863,0,0,0,0,0,0,0,0,0
"三星鄉","行健村",2.72236829224004,961,353.001466678581,0,0,0,0,0,0,0,0,0
"三星鄉","萬德村",2.00134417058245,685,342.269965390634,0,0,0,0,0,0,0,0,0
"三星鄉","貴林村",6.52555223271112,548,83.9775670253622,0,0,0,0,0,0,0,0,0
"三星鄉","萬富村",2.78024641263371,807,290.262041642393,0,0,0,0,0,0,0,0,0
"三星鄉","大義村",3.42714866204001,1303,380.199439385974,0,0,0,0,0,0,0,0,0
"三星鄉","尚武村",3.75173890632021,847,225.76197895145,0,0,0,0,0,0,0,0,0
"三星鄉","大洲村",3.17847542979565,1783,560.960762284272,0,0,0,0,0,0,0,0,0
"三星鄉","尾塹村",3.22293661476366,1618,502.026627699797,0,0,0,0,0,0,0,0,0
"大同鄉","寒溪村",103.627984548881,1117,10.7789416619708,0,0,0,0,0,0,0,0,0
"大同鄉","崙埤村",24.2144981680226,768,31.7165358815576,0,0,0,0,0,0,0,0,0
"大同鄉","松羅村",35.127904385305,854,24.3111570400782,0,0,0,0,0,0,0,0,0
