"X","TownID","TownCode","TownName","VillagCode","VillagEng","VillagName","summ","sum65abov","Center_X","Center_Y","inTwoKM_HOM","inTwoKM_INT","inTwoKM_GRP","inThrKM_HOM","inThrKM_INT","inThrKM_GRP","inFivKM_HOM","inFivKM_INT","inFivKM_GRP","inTenKM_HOM","inTenKM_INT","inTenKM_GRP","labpt_X","labpt_Y"
81,"G02",1000204,"頭城鎮",293,"Chengnan Vil.","城南里",756,146,121.82417197,24.85614243,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.82417196567,24.8561424306151
82,"G02",1000204,"頭城鎮",294,"Zhu'an Vil.","竹安里",2548,383,121.82068986,24.82503764,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.820689859519,24.8250376362749
83,"G02",1000204,"頭城鎮",295,"Xinjian Vil.","新建里",2486,388,121.82034494,24.85143295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.820344938493,24.8514329472438
84,"G02",1000204,"頭城鎮",296,"Baya Vil.","拔雅里",2408,288,121.81564074,24.88462758,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.815640744311,24.8846275805438
85,"G02",1000204,"頭城鎮",297,"Fucheng Vil.","福成里",1122,206,121.79812638,24.8778939,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.798126381284,24.8778938970778
86,"G02",1000204,"頭城鎮",298,"Jinmian Vil.","金面里",1996,326,121.8034311,24.85163587,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.803431098584,24.8516358681286
87,"G02",1000204,"頭城鎮",299,"Jinying Vil.","金盈里",812,133,121.79536545,24.84584327,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.795365445176,24.8458432712197
88,"G02",1000204,"頭城鎮",300,"Dingpu Vil.","頂埔里",1571,287,121.81555782,24.84122004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.815557818901,24.841220042625
89,"G02",1000204,"頭城鎮",301,"Xiapu Vil.","下埔里",1092,188,121.80933956,24.83665057,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.809339559622,24.8366505744199
90,"G02",1000204,"頭城鎮",302,"Zhonglun Vil.","中崙里",1235,206,121.803748,24.8333274,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.803747995388,24.8333273999303
91,"G02",1000204,"頭城鎮",303,"Ercheng Vil.","二城里",1337,204,121.782225,24.85592944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.782224997475,24.8559294420153
92,"G02",1000204,"頭城鎮",304,"Guishan Vil.","龜山里",833,103,121.92348465,24.89129704,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,121.898888,24.944099
93,"G03",1000205,"礁溪鄉",305,"Baiyun Vil.","白雲村",1877,290,121.78484325,24.83512843,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.784843249525,24.8351284347105
94,"G03",1000205,"礁溪鄉",306,"Yushi Vil.","玉石村",2258,376,121.77102951,24.84204561,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.771029513122,24.8420456049991
95,"G03",1000205,"礁溪鄉",307,"Deyang Vil.","德陽村",4547,721,121.77818359,24.82253237,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.778183594049,24.8225323714398
96,"G03",1000205,"礁溪鄉",308,"Dazhong Vil.","大忠村",2991,400,121.73909498,24.83806543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.739094980931,24.8380654283981
97,"G03",1000205,"礁溪鄉",309,"Dayi Vil.","大義村",761,154,121.76953438,24.81648513,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.769534377581,24.8164851298882
98,"G03",1000205,"礁溪鄉",310,"Liujie Vil.","六結村",1654,332,121.77269854,24.81515217,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.772698539953,24.8151521726239
99,"G03",1000205,"礁溪鄉",311,"Erlong Vil.","二龍村",1423,244,121.78920732,24.81264379,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.789207320324,24.8126437927925
100,"G03",1000205,"礁溪鄉",312,"Shichao Vil.","時潮村",1665,290,121.80579266,24.8154675,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.80579266366,24.8154675048794
101,"G03",1000205,"礁溪鄉",313,"Yutian Vil.","玉田村",2499,404,121.78919581,24.79810097,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.789195811949,24.798100967662
102,"G03",1000205,"礁溪鄉",314,"Sanmin Vil.","三民村",2893,508,121.76432186,24.80923838,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.764321861452,24.8092383772564
